imagePath,title,caption,labels
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10673.jpg,Doodle Girl Ballet School Black Tops,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22015.jpg,Murcia Women Casual Maroon Handbag,a maroon handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Maroon; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51921.jpg,Nyk Women Off White Albedo Handbag,a off white handbags for women casual(summer 2016).,ArticleType=Handbags; Colour=Off White; Gender=Women; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48437.jpg,French Connection Men Blue Printed T-shirt,a blue tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30182.jpg,Nike Men Olive Backpack,a olive backpacks for men casual(summer 2012).,ArticleType=Backpacks; Colour=Olive; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28724.jpg,W Women Printed White Kurta,a white kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=White; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39820.jpg,Red Tape Men Black Sandals,a black sandals for men casual(summer 2012).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18750.jpg,Arrow Woman Hallie Olive Shirt,a olive shirts for women casual(fall 2011).,ArticleType=Shirts; Colour=Olive; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56293.jpg,Biara Women Purple  Bra,a purple bra for women casual(summer 2017).,ArticleType=Bra; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49885.jpg,Q&Q Kids Unisex White Dial Analog Watch,a white watches for unisex casual(winter 2016).,ArticleType=Watches; Colour=White; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4508.jpg,Lotto Women Bilbao Blue White Shoe,a blue sports shoes for women sports(summer 2011).,ArticleType=Sports Shoes; Colour=Blue; Gender=Women; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26479.jpg,Puma Men Ferrari Black Polo T-shirt,a black tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22740.jpg,BIBA Women Printed Blue Kurta,a blue kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Blue; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7054.jpg,s.Oliver Men Striped Dark Grey Shirt,a grey shirts for men casual(summer 2011).,ArticleType=Shirts; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40556.jpg,Titan Men Gold-Toned Watch NB390YM03,a gold watches for men formal(winter 2016).,ArticleType=Watches; Colour=Gold; Gender=Men; Season=Winter; Usage=Formal; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50498.jpg,Chromozome Men Maroon Innerwear Vest,a maroon innerwear vests for men casual(winter 2016).,ArticleType=Innerwear Vests; Colour=Maroon; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26623.jpg,Puma Women BodyTrain Mesh Grid Black Sports Shoes,a black sports shoes for women sports(summer 2012).,ArticleType=Sports Shoes; Colour=Black; Gender=Women; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37699.jpg,American Tourister Unisex Black Backpack,a black backpacks for unisex casual(spring 2013).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Spring; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38741.jpg,Nike Unisex Black Football Offense Backpack,a black backpacks for unisex casual(summer 2012).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27206.jpg,Doodle Kids Boy Light Blue Shorts,a blue shorts for men casual(summer 2012).,ArticleType=Shorts; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22356.jpg,John Players Men Solid White Shirt,a white shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23818.jpg,Puma Unisex Wave Black Flip Flops,a black flip flops for unisex casual(fall 2012).,ArticleType=Flip Flops; Colour=Black; Gender=Unisex; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32160.jpg,Playboy Women Playmate Blue Ankle Socks,a blue socks for women casual(summer 2017).,ArticleType=Socks; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28324.jpg,Red Tape Men Casual Black Sandals,a black sandals for men casual(winter 2018).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59546.jpg,Lucera Gold Plated Earrings,a gold earrings for women casual(summer 2013).,ArticleType=Earrings; Colour=Gold; Gender=Women; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6418.jpg,Lotto Men's Tonga Thong Grey Flip Flop,a grey flip flops for men casual(summer 2011).,ArticleType=Flip Flops; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19402.jpg,ADIDAS Men Printed Black Tshirt,a black tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5073.jpg,Being Human Women Silicon Strap Pink Watch,a pink watches for women casual(winter 2016).,ArticleType=Watches; Colour=Pink; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11167.jpg,John Miller Men Solid Brown Shirts,a brown shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=Brown; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16851.jpg,Idee Women Funky Eyewear Black Sunglasses,a black sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24696.jpg,Lotto Men Riot Red Sandals,a red sandals for men casual(fall 2011).,ArticleType=Sandals; Colour=Red; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17203.jpg,U.S. Polo Assn. Men Stripes Green Polo Tshirt,a green tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23487.jpg,Arrow Men Grey Scarf,a grey scarves for men casual(summer 2012).,ArticleType=Scarves; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57498.jpg,Lee Cooper Men Black Shoes,a black casual shoes for men formal(summer 2012).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39470.jpg,Diva Women Red Kurti,a red kurtis for women ethnic(summer 2012).,ArticleType=Kurtis; Colour=Red; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58167.jpg,Rocky S Cream Amazon Clutch,a cream clutches for women casual(fall 2012).,ArticleType=Clutches; Colour=Cream; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38236.jpg,Polaroid Unisex Sunglasses,a black sunglasses for unisex casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21597.jpg,Puma Men Printed Yellow Tshirt,a yellow tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Yellow; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49576.jpg,Catwalk Women Red  Flats,a beige heels for women casual(winter 2015).,ArticleType=Heels; Colour=Beige; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54580.jpg,Sushilas Women Printed Red Kurta,a red kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Red; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9222.jpg,Puma Unisex Speeder SL Jr White Casual Shoes,a white casual shoes for unisex casual(fall 2011).,ArticleType=Casual Shoes; Colour=White; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46967.jpg,Bulchee Women Black Handbag,a black handbags for women casual(summer 2012).,ArticleType=Handbags; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11276.jpg,Nike Men Running Maroon Sweatshirt,a maroon sweatshirts for men sports(fall 2011).,ArticleType=Sweatshirts; Colour=Maroon; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58214.jpg,Shree Women Brown Printed Patiala,a multi patiala for women ethnic(fall 2012).,ArticleType=Patiala; Colour=Multi; Gender=Women; Season=Fall; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27405.jpg,Jockey Women Black Capris,a black capris for women casual(summer 2018).,ArticleType=Capris; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40000.jpg,Park Avenue Men Black Frame Sunglasses,a black sunglasses for men casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6435.jpg,Lotto Women's Canvas Blue Shoe,a blue casual shoes for women casual(summer 2011).,ArticleType=Casual Shoes; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45238.jpg,Casio Enticer Men Beside Watch BEM-100SG-7AVDFBS019,a white watches for men casual(winter 2016).,ArticleType=Watches; Colour=White; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54049.jpg,Myntra Women Navy Blue Jeggings,a navy blue jeggings for women casual(summer 2012).,ArticleType=Jeggings; Colour=Navy Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6244.jpg,Lee Women's Rihana Black T-shirt,a black tshirts for women casual(summer 2011).,ArticleType=Tshirts; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2121.jpg,Lee Women Black Shirt,a black shirts for women casual(winter 2010).,ArticleType=Shirts; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24306.jpg,ADIDAS Men Grey & Red Tracksuit,a grey tracksuits for men casual(fall 2012).,ArticleType=Tracksuits; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16881.jpg,Police Women Casual Brown Sunglasses,a brown sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53413.jpg,Alma Women Red Kurta,a red kurtas for women ethnic(fall 2012).,ArticleType=Kurtas; Colour=Red; Gender=Women; Season=Fall; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27003.jpg,Jealous 21 Women Washed Blue Jeans,a blue jeans for women casual(summer 2012).,ArticleType=Jeans; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6421.jpg,Lotto Men's Bavarian Black Flip Flop,a black flip flops for men casual(summer 2011).,ArticleType=Flip Flops; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40758.jpg,Roxy Women Pink Flip Flops,a pink flip flops for women casual(winter 2012).,ArticleType=Flip Flops; Colour=Pink; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22195.jpg,Timberland Men Grey Casual Shoes,a grey casual shoes for men casual(fall 2012).,ArticleType=Casual Shoes; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4366.jpg,Pink Floyd Men's The Wall Black T-shirt,a black tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25844.jpg,Diva Women Printed Cream Kurti,a cream kurtis for women ethnic(summer 2012).,ArticleType=Kurtis; Colour=Cream; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5503.jpg,Mr.Men Men's Perfect Chilly Pepper T-shirt,a red tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Red; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21268.jpg,Footloose Unisex Black Mojo Backpack,a black backpacks for unisex casual(fall 2011).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57166.jpg,Elle Women Lavender Top,a lavender tops for women casual(summer 2012).,ArticleType=Tops; Colour=Lavender; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24212.jpg,Nike Men White Polo T-shirt,a white tshirts for men sports(summer 2012).,ArticleType=Tshirts; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30626.jpg,Nike Men Kobe Old Master Black T-shirt,a black tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18820.jpg,Peter England Men Statements Black Wallet,a black wallets for men casual(summer 2011).,ArticleType=Wallets; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18163.jpg,Spice Art Women Floral Pattern  Handbag,a maroon handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Maroon; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48108.jpg,French Connection Women Blue Top,a blue tops for women casual(summer 2012).,ArticleType=Tops; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41385.jpg,Wrangler Women Green Candy Shirt,a green shirts for women casual(summer 2012).,ArticleType=Shirts; Colour=Green; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50703.jpg,Latin Quarters Women Red & Black Top,a red tops for women casual(summer 2012).,ArticleType=Tops; Colour=Red; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20421.jpg,Baggit Women Brown Handbag,a brown handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7375.jpg,Red Tape Men's Casual Brown Flip Flop,a brown flip flops for men casual(summer 2012).,ArticleType=Flip Flops; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49989.jpg,Hanes Men Pack Of 3 White Cushion Max Crew Socks,a white socks for men sports(summer 2016).,ArticleType=Socks; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29128.jpg,Vogue Women Blue Sunglasses,a blue sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Blue; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20988.jpg,Fastrack Unisex Polyester Black Belt,a black belts for unisex casual(winter 2016).,ArticleType=Belts; Colour=Black; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41770.jpg,Remanika Women Printed Pink Dress,a pink dresses for women casual(summer 2012).,ArticleType=Dresses; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11599.jpg,W Women Printed Green Kurtas,a green kurtas for women ethnic(summer 2011).,ArticleType=Kurtas; Colour=Green; Gender=Women; Season=Summer; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16121.jpg,Turtle Men Black Belt,a black belts for men formal(fall 2011).,ArticleType=Belts; Colour=Black; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47358.jpg,Baggit Women Olive Green Sanjara Jhuti Wallet,a olive wallets for women casual(fall 2012).,ArticleType=Wallets; Colour=Olive; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12843.jpg,Ant Kids Keep Up Navy Blue Tshirts,a navy blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18266.jpg,Aneri Women Swati Blue Kurta,a blue kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Blue; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36976.jpg,Lino Perros Women Purple Clutch,a purple clutches for women casual(summer 2012).,ArticleType=Clutches; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13619.jpg,Hanes Women Short Sleeve White Innerwear T-shirt,a white innerwear vests for women casual(winter 2015).,ArticleType=Innerwear Vests; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4038.jpg,Puma Men's Rajasthan Royals Blue T-shirt,a blue tshirts for men sports(summer 2011).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16744.jpg,Spice Art Women Hand Woven Maroon Clutch,a maroon clutches for women casual(winter 2015).,ArticleType=Clutches; Colour=Maroon; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37973.jpg,Clarks Men Brown Quay Point Mahogany Leather Shoes,a brown casual shoes for men casual(fall 2012).,ArticleType=Casual Shoes; Colour=Brown; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13035.jpg,Inc 5 Women Casual Black Heels,a black heels for women casual(winter 2012).,ArticleType=Heels; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51404.jpg,Myntra Men Blue Shirt,a blue shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14846.jpg,United Colors of Benetton Men Solid Coffee Brown Wallets,a coffee brown wallets for men casual(summer 2011).,ArticleType=Wallets; Colour=Coffee Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45017.jpg,Maxima Unisex Black Dial His and Hers Watches,a black watches for unisex casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49769.jpg,Alma Women White Tunic,a white tunics for women casual(summer 2012).,ArticleType=Tunics; Colour=White; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59626.jpg,FNF Green & Purple Wedding Collection Sari,a green sarees for women ethnic(fall 2012).,ArticleType=Sarees; Colour=Green; Gender=Women; Season=Fall; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37794.jpg,John Players Men Stripes Brown Shirt,a brown shirts for men formal(summer 2012).,ArticleType=Shirts; Colour=Brown; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17541.jpg,Mark Taylor Men Green & White Striped Shirt,a green shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=Green; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23121.jpg,Converse Unisex Blue Flip Flops,a blue flip flops for unisex casual(spring 2013).,ArticleType=Flip Flops; Colour=Blue; Gender=Unisex; Season=Spring; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28283.jpg,Fastrack Women Brown Sunglasses,a brown sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29797.jpg,Basics Men Navy Checked Shirt,a navy blue shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=Navy Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21292.jpg,Celine Dion Women Metalic Frame Sunglasses,a metallic sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Metallic; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26437.jpg,Spice Art Black Shaded Handbag,a black handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57197.jpg,Elle Women BlueTunic,a blue tunics for women casual(summer 2012).,ArticleType=Tunics; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18448.jpg,Ed Hardy Life Love & Luck by Christian Audigier for Women Perfume,a white perfume and body mist for women casual(spring 2017).,ArticleType=Perfume and Body Mist; Colour=White; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28373.jpg,Idee Men Metallic Sunglasses,a metallic sunglasses for men casual(winter 2016).,ArticleType=Sunglasses; Colour=Metallic; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1533.jpg,Puma Men Cat Red T-shirt,a red tshirts for men casual(fall 2010).,ArticleType=Tshirts; Colour=Red; Gender=Men; Season=Fall; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29790.jpg,Basics Men Pack of 3 T-shirts,a blue tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11899.jpg,Franco Leone Men Formal Maroon Formal Shoes,a maroon formal shoes for men formal(fall 2011).,ArticleType=Formal Shoes; Colour=Maroon; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39028.jpg,CASIO ENTICER Men Black Dial Watch A642,a black watches for men casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40112.jpg,ADIDAS Unisex Black Cap,a black caps for unisex casual(summer 2012).,ArticleType=Caps; Colour=Black; Gender=Unisex; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19220.jpg,United Colors of Benetton Men Check Grey Tie,a grey ties for men formal(summer 2011).,ArticleType=Ties; Colour=Grey; Gender=Men; Season=Summer; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10570.jpg,Puma Men Rugby Orange Tshirts,a orange tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Orange; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24078.jpg,productDisplayName,a black heels for women casual(winter 2015).,ArticleType=Heels; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2015
