imagePath,title,caption
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6674.jpg,Nike Women Lunar Swift Black Shoe,"Black, Sports Shoes, for Women, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11281.jpg,Wrangler Men Blue Texas Jeans,"Blue, Jeans, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57210.jpg,Kraus Jeans Women Blue Jeggings,"Blue, Jeggings, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59055.jpg,Carlton London Women Black Shoes,"Black, Casual Shoes, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20617.jpg,Baggit Women Chika Hoor Brown Mobile Pouch,"Brown, Mobile Pouch, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50829.jpg,New Hide Men Black Belt,"Black, Belts, for Men, Formal, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11420.jpg,United Colors of Benetton Men Light Winter Blue Tshirts,"Blue, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56072.jpg,Colorbar Wild Berry Lip Liner /Crayon 011,"Brown, Lip Liner, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25286.jpg,Lino Perros Women Leatherette Pink Sling Bag,"Pink, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27400.jpg,Jockey Essence Nude-Coloured Full-Coverage Cross Over Bra 1242,"Nude, Bra, for Women, Casual, Summer, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12831.jpg,Ant Kids Pink Tops,"Pink, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28032.jpg,Jockey ELANCE Men Bikini White Brief 1005,"White, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43873.jpg,Puma Men Black Mid Ducati Shoes,"Black, Casual Shoes, for Men, Casual, Summer, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29677.jpg,Indigo Nation Men Olive Trousers,"Olive, Trousers, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28401.jpg,Idee Women Black Sunglasses,"Black, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5497.jpg,Mr.Men Men's Cool Guy Lilac T-shirt,"Pink, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40615.jpg,Span Women Teal Kurta,"Green, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11833.jpg,Playboy Men Casual Green Casual Shoes,"Green, Casual Shoes, for Men, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20627.jpg,Baggit Women Voodoo Viva Brown Wallet,"Brown, Wallets, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45655.jpg,Park Avenue White Brief,"White, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4560.jpg,Nike Men's Dunk Low White Shoe,"White, Sports Shoes, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30329.jpg,Myntra Men Black Printed T-shirt,"Black, Tshirts, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44928.jpg,Jack & Jones Men Red Check Shirt,"Red, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57778.jpg,Lotus Herbals Hypnotica Green Eye Contour Definer,"Green, Kajal and Eyeliner, for Women, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49510.jpg,Vans Men Black Shoes,"Black, Casual Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45636.jpg,Park Avenue Men Navy Blue Brief,"Navy Blue, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30350.jpg,Myntra Men Burpe Pink T-shirt,"Pink, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58263.jpg,Baggit Women Black Clutch,"Black, Clutches, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22873.jpg,Woodland Men Khaki Casual Shoes,"Khaki, Casual Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26240.jpg,Proline Grey Shorts,"Grey, Shorts, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35649.jpg,U.S. Polo Assn. Men Black Sandals,"Black, Sandals, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10763.jpg,Nike Men Trainng Blue T-shirt,"Blue, Tshirts, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22458.jpg,Myntra Women Pink Leggings,"Pink, Leggings, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57059.jpg,Elle Women Red Dress,"Red, Dresses, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12488.jpg,Clarks Men Black Leather Sandals,"Black, Sandals, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32737.jpg,FILA Men Smash III White Sports Shoes,"White, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49496.jpg,Vans Men Grey Shoes,"Grey, Casual Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12937.jpg,Basics Men White Slim Fit Striped Shirt,"White, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29491.jpg,Giordano Women White Dial Watch,"White, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25590.jpg,Vishudh Women Beige & Green Printed Churidar Kurta with Dupatta,"Beige, Kurta Sets, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25110.jpg,Lino Perros Women Olive Belts,"Olive, Belts, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\52326.jpg,ToniQ Women White Bangle,"White, Bangle, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20235.jpg,Wrangler Women Baroque Black T-shirt,"Black, Tshirts, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12598.jpg,Tantra Unisex Printed Orange Tshirts,"Orange, Tshirts, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51889.jpg,Nyk Women Purple Wallet,"Purple, Wallets, for Women, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41247.jpg,Arrow Men Brown Belt,"Brown, Belts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51981.jpg,Inaya Women Black Lounge Top,"Black, Lounge Tshirts, for Women, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16972.jpg,Puma Men Cooper Black Sandal,"Black, Sandals, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51983.jpg,Inaya Women Grape Babydoll Nightdress,"Purple, Nightdress, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49678.jpg,United Colors of Benetton Women Sunglass,"White, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25791.jpg,Arrow Men Purple Suspenders,"Purple, Suspenders, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4293.jpg,Tantra Men's Blessed Cream T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36670.jpg,Paridhan Women Green Handbag,"Green, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16201.jpg,Puma Men Polo Black TShirt,"Black, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9995.jpg,Gini And Jony Girls Su Scotia Sko Pink Skirts,"Pink, Skirts, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11758.jpg,Lee Women Solid White Tops,"White, Tops, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55471.jpg,Revlon Cha Cha Cherry Super Lustrous Lipstick 626,"Red, Lipstick, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1887.jpg,FIFA Mens Essentials Green T-shirt,"Green, Tshirts, for Men, Casual, Winter, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37304.jpg,Casio Youth Series Men Analog-Digital Watch AW-80V-5BVDFAD125,"Brown, Watches, for Men, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37986.jpg,Classic Polo Men Striped Blue T-Shirt,"Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58008.jpg,Latin Quarters Women Green Top,"Green, Tops, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4122.jpg,Puma Unisex Lo Punk Black Yellow Shoe,"Black, Casual Shoes, for Unisex, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7507.jpg,Nike Women As Be Strong Grey Capri,"Grey, Capris, for Women, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30779.jpg,Fabindia Men Rust Khadi Kurta,"Rust, Kurtas, for Men, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37704.jpg,Wills Women Brown Braided Belt,"Brown, Belts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27272.jpg,Mother Earth Women Printed Green Kurti,"Green, Kurtis, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33485.jpg,Baggit Women Charmy Judo Grey Belt,"Grey, Belts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59750.jpg,Avirate Cream Brief,"Cream, Briefs, for Women, Casual, Summer, 2014"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23327.jpg,W Women Brown Kurta,"Brown, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38608.jpg,Nike Men Grey T-shirt,"Grey, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39888.jpg,ADIDAS Women White Core 50 Sports Shoes,"White, Sports Shoes, for Women, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45535.jpg,Fila Men White T-Shirt,"White, Tshirts, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18008.jpg,U.S. Polo Assn. Unisex Laptop Black Backpack,"Black, Backpacks, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47597.jpg,Portia Women Beige Wedges,"Beige, Heels, for Women, Casual, Winter, 2014"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50984.jpg,Enamor Women Cameo Rose Coloured Briefs,"Pink, Briefs, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54167.jpg,Femella Red Necklace,"Red, Necklace and Chains, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11606.jpg,W Women Solid Grey Kurtas,"Grey, Kurtas, for Women, Ethnic, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50326.jpg,Aurelia Women White Printed Kurta,"White, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46682.jpg,Rasasi Men Emotion Perfume,"Silver, Perfume and Body Mist, for Men, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7331.jpg,Red Tape Men's Formal Light Brown Shoe,"Brown, Formal Shoes, for Men, Formal, Winter, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42963.jpg,French Connection Men Black Belt,"Black, Belts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38552.jpg,Puma Unisex  White & Green  Flip Flops,"White, Flip Flops, for Unisex, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37700.jpg,American Tourister Unisex Blue Backpack,"Blue, Backpacks, for Unisex, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6536.jpg,Nike Men's Trophy Woven Black Short,"Black, Shorts, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36538.jpg,United Colors of Benetton Women Blue Wallet,"Blue, Wallets, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10156.jpg,Rockport Men Sc Slip On Brown Casual Shoes,"Brown, Casual Shoes, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56210.jpg,Estelle Women Gold Pendant,"Gold, Pendant, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3341.jpg,ADIDAS Men's Mumbai Indians Graphic Blue T-shirt,"Blue, Tshirts, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50992.jpg,Enamor Women Beige Nightdress,"Beige, Nightdress, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33703.jpg,Cobblerz Men Brown Casual Shoes,"Brown, Formal Shoes, for Men, Smart Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23650.jpg,Disney Men Navy Blue Printed T-shirt,"Navy Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50020.jpg,Hanes Women Navy Cotton Stretch Leggings,"Navy Blue, Leggings, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53623.jpg,Q&Q Men Black Watch,"Black, Free Gifts, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27407.jpg,Jockey Women Charcoal Capris,"Charcoal, Capris, for Women, Casual, Summer, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43592.jpg,Gini and Jony Girls Polo Striped Pink T-shirt,"Pink, Tshirts, for Girls, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3263.jpg,Guerrilla Men's Need Money Yellow T-shirt,"Yellow, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9878.jpg,Indigo Nation Men Hot Stepper Blue Striped Shirt,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27786.jpg,Bulchee Men Black Wallet,"Black, Wallets, for Men, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57580.jpg,Lotus Herbals Pure Colours Rose Madder Lipstick 611,"Brown, Lipstick, for Women, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33552.jpg,Wrangler Men Brown Striped Shirt,"Brown, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11717.jpg,Lee Men Check Yellow Shirts,"Yellow, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10295.jpg,Clarks Men Brown Leather Casual Shoes,"Brown, Casual Shoes, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16071.jpg,Highlander Men Solid Beige Trouser,"Beige, Trousers, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20393.jpg,Baggit Women Grand Hoor Brown Handbag,"Brown, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44168.jpg,Nike Fragrances Men Green Storm Perfume and Deo Set,"Green, Fragrance Gift Set, for Men, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6567.jpg,Nike Men's T90 Training White T-shirt,"White, Tshirts, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4665.jpg,ADIDAS Unisex Peachtree Digital Black Watch,"Black, Watches, for Unisex, Sports, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51443.jpg,Myntra Women Yellow Shirt,"Yellow, Shirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34229.jpg,Proline Men Grey Comfort Fit Polo T-shirt,"Grey, Tshirts, for Men, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57366.jpg,Amante Women Pink Lace Briefs PCFR11,"Pink, Briefs, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30825.jpg,Fabindia Women Magenta Mangalgiri Churidar,"Magenta, Churidar, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16365.jpg,Peter England Men Stripes Cream Shirt,"Cream, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6905.jpg,Tantra Women's Re-incarnation Pink T-shirt,"Pink, Tshirts, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15882.jpg,Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes,"Black, Casual Shoes, for Unisex, Casual, Winter, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26808.jpg,Arrow Men Grey Striped Trousers,"Grey, Trousers, for Men, Formal, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16892.jpg,Police Unisex Casual Black Sunglasses,"Black, Sunglasses, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34872.jpg,Envirosax Women Blue Bag,"Blue, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47679.jpg,Probase Blue Printed Boxers,"Blue, Boxers, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55451.jpg,Revlon Don't Stop Apricot Lipcolor 24,"Peach, Lipstick, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7868.jpg,Proline Men Red Round Neck T-shirt,"Red, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30260.jpg,Red Tape Men Black Shoes,"Black, Formal Shoes, for Men, Casual, Winter, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56292.jpg,Biara Women Rose Red Bra,"Rose, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31306.jpg,W Women Teal Kurta,"Teal, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37259.jpg,Vital Gear Unisex Cabin Gear Black Duffle Bag,"Black, Duffel Bag, for Unisex, Casual, Summer, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33844.jpg,Puma Men Future Cat Grey Shoes,"Grey, Casual Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30599.jpg,Nike Men Hustle Reversible Red Shorts,"Red, Shorts, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32182.jpg,ADIDAS Men Agora Brown Sport Shoes,"Brown, Sports Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41237.jpg,Arrow Men Black Belt,"Black, Belts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19829.jpg,U.S. Polo Assn. Men Check Brown Shirt,"Brown, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14779.jpg,Arrow Men Stripes Green Shirts,"Green, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34603.jpg,Hanes Men Navy Blue Boxer Brief,"Navy Blue, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21431.jpg,Roxy Women White Shorts,"White, Shorts, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14800.jpg,United Colors of Benetton Women Solid Brown Handbags,"Brown, Handbags, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50835.jpg,New Hide Men Brown Belt,"Brown, Belts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45902.jpg,Maxima Men Black Dial Watch,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40982.jpg,Gini and Jony Boys Core White T-shirt,"White, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8117.jpg,Fastrack Men New Analog Black Navy Watch,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7932.jpg,Puma Women's Jersey Black Track Pant,"Black, Lounge Pants, for Women, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\52151.jpg,Femella Women Green Polo T-Shirt,"Green, Tshirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18551.jpg,Catwalk Women  Brown Casual Shoe,"Brown, Flats, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22916.jpg,Nike Men Flyclave Black Casual Shoes,"Black, Casual Shoes, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54035.jpg,Kiara Women Brown Handbag,"Brown, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34256.jpg,Proline Men Black Solid Tracksuits,"Black, Tracksuits, for Men, Sports, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4281.jpg,Rockport Men's Alduna Black Shoe,"Black, Formal Shoes, for Men, Formal, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34992.jpg,Fabindia H& Printed Navy Blue Cotton Mull Sari,"Navy Blue, Sarees, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33920.jpg,Citizen Women White Dial Watch,"Steel, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13463.jpg,United Colors of Benetton Men Check Blue Shirts,"Blue, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29923.jpg,Police Men Black Dial Chronograph Watch PL12777JSG02M,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25094.jpg,Lino Perros Men Leather Black Wallet,"Black, Wallets, for Men, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43470.jpg,SDL by Sweet Dreams Women White Pyjama Set,"White, Night suits, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15154.jpg,Arrow Sport Men Stripes Black Shirts,"Black, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56940.jpg,HM Women Brown Flats,"Brown, Heels, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18417.jpg,Skechers Women Shape-Ups Silver Shoes,"Silver, Sports Shoes, for Women, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8975.jpg,Puma Men Drift Cat III NM White Sports Shoes,"White, Sports Shoes, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30877.jpg,Fabindia Women Blue Printed Kurta,"Blue, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25265.jpg,Lino Perros Women Leatherette Off White Handbag,"Off White, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5109.jpg,Wrangler Women Long Polka White Red Top,"Black, Tops, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20355.jpg,Spykar Men Solid Navy Blue Shirt,"Navy Blue, Shirts, for Men, Casual, Fall, 2011"
